id	bug_id	summary	description	report_time	report_timestamp	status	commit	commit_timestamp	files
10	1181	Additional dataloader created and discarded when training with reload_dataloaders_every_epoch	bug training reload dataloaders every epoch noticed instantiates extra dataloader training nothing run issue training chunk get loaded every epoch messing order load especially reload checkpoint would issue people generate new dataset every epoch waste computation tqdm bar also keep information first discarded dataloader screenshot number iteration whereas different size reproduce run code sample run one epoch display message every time dataloader created dataloader get instantiated first time line training loop py outside epoch loop usual time get instantiated reloading every epoch using reload dataloaders every epoch another one created start every epoch line inside loop first epoch extra one code sample import torch import pytorch lightning pl torch utils data import dataloader dataset time import sleep class minimaldataset dataset def init self index self data torch tensor index def getitem self item return self data item def len self return len self data class minimalmodule pl lightningmodule def init self super minimalmodule self init self nn torch nn linear self current index def forward self batch return self nn batch def training step self batch batch idx sleep loss self nn batch return loss loss def validation step self batch batch idx loss self nn batch return val loss loss def configure optimizers self return torch optim adam self parameter lr def train dataloader self required self current index print f initializing dataloader n self current index data loader dataloader minimaldataset self current index return data loader model minimalmodule trainer pl trainer reload dataloaders every epoch true num sanity val step val check interval max epoch trainer fit model expected behavior one dataloader created two tqdm bar show iteration dataset size second time show instead added sleep leave time observe environment pytorch version debug build cuda used build pytorch os ubuntu lts gcc version ubuntu cmake version could collect python version cuda available yes cuda runtime version could collectepoch end gpu model configuration gpu geforce rtx max q design nvidia driver version cudnn version could collect versions relevant library pip3 numpy pip3 pytorch lightning pip3 torch pip3 torchvision conda could collect additional context	2020-03-18 15:42:43	1584546163	resolved fixed	04935ea7184a50d535af96dd85a58fdc43a659b8	1585820516	CHANGELOG.md pytorch_lightning\trainer\evaluation_loop.py pytorch_lightning\trainer\trainer.py pytorch_lightning\trainer\training_loop.py                                                              
11	1201	Early stopping not working on 0.7.1	bug early stopping work anymore downgrade current dev version early stopping work code code sample def main hparams hparams early stopping yes early stopping earlystopping monitor batch mean absolute loss min delta hparams min delta patience hparams patience mode min else early stopping false model memorytest hparams trainer pl trainer val percent check early stop callback early stopping default save path src setting log dir max epoch hparams epoch trainer fit model class memorytest pl lightningmodule main testing unit experiments recurrent cells def init self hp super memorytest self init self predict col hp predict col self n datasamples hp n datasamples self dataset hp dataset self dataset rand self seq len none else self seq len hp seq len self hparams hp self learning rate hp learning rate self training loss self final loss none self model recurrentmodel hp n cell hp n layer celltype hp celltype def forward self input input len return self model input input len def training step self batch batch idx x input len batch feature self forward x input len loss f mse loss feature mean absolute loss f l1 loss feature self training loss append mean absolute loss item neptune log batch train loss loss batch mean absolute loss mean absolute loss return loss loss batch mean absolute loss mean absolute loss log neptune log def epoch end self train loss mean np mean self training loss self final loss train loss mean self training loss reset next epoch def configure optimizers self return torch optim sgd self parameter lr self learning rate pl data loader def train dataloader self train dataset dg randomdataset self predict col self n datasamples self dataset rand fix train dataset dg randomdatasetfix self predict col self n datasamples self seq len self dataset correlated train dataset dg correlateddataset self predict col self n datasamples train loader dataloader dataset train dataset batch size return train loader staticmethod def add model specific args parent parser model specific model parser argumentparser parent parent parser model parser add argument learning rate default type float model parser add argument n layer default type int model parser add argument n cell default type int model parser add argument celltype default lstm type str training specific model model parser add argument epoch default type int model parser add argument patience default type int model parser add argument min delta default type float model parser add argument early stopping default yes type str data specific model parser add argument n datasamples default type int model parser add argument seq len default type int model parser add argument dataset default rand type str model parser add argument predict col default type int return model parser expected behavior early stopping take effect	2020-03-20 22:35:06	1584743706	resolved fixed	1aba411da96ed95419d13ec1f86a0d38a232f73e	1585635866	CHANGELOG.md docs\source\early_stopping.rst pytorch_lightning\trainer\training_loop.py tests\trainer\test_callbacks.py                                                              
12	1213	Testing in dp mode uses only one of the GPUs	bug reproduce steps reproduce behavior run test without training code sample modified conference seed repo trainer trainer gpus distributed backend dp trainer test model expected behavior environment pl version pytorch version e g os e g linux ubuntu installed pytorch conda pip source pip build command used compiling source python version cuda cudnn version gpu model configuration relevant information additional context	2020-03-23 11:26:40	1584962800	resolved fixed	c869dd8b8f6301f3726df84535a3da4e9acf04ec	1585584867	CHANGELOG.md pytorch_lightning\trainer\evaluation_loop.py pytorch_lightning\trainer\trainer.py tests\test_deprecated.py                                                              
13	122	Fix appveyor build	window support priority badge fixed today keep appveyor otherwise drop project borda	2019-08-15 14:03:39	1565877819	resolved fixed	6f1d2c45fe72d7a8a637290c2e78973deb1637e0	1565883903	appveyor.yml                                                                    
14	1223	gan.py multi-gpu running problems	running gan py example trainer ngpus cause two type error trainer ngpus distributed backend dp exception occurred attributeerror nonetype object attribute detach file home user gan py line training step self discriminator self generated imgs detach fake trainer ngpus distributed backend ddp lightling log one run creates two folder version version exception caused file opt miniconda3 envs ctln gan lib python3 site package pytorch lightning callback model checkpoint py line del model o remove filepath filenotfounderror errno file directory home user pyproj dcgan lightning log version checkpoint epoch ckpt seems subprocess try create checkpoint delete ctrated one environment version python pytorch pytorch lightning	2020-03-24 14:24:01	1585059841	resolved fixed	55fdfe384537e4d43e7397306ba001ffc3474322	1590928281	pl_examples\domain_templates\generative_adversarial_net.py                                                                    
15	1236	AdvancedProfiler error	hi others pointed profiler seem work print nothing trying advancedprofiler like pytorch lightning profiler import advancedprofiler profiler advancedprofiler output filename prof txt trainer trainer profiler profiler params give following error validation sanity check traceback recent call last file users sdumitre work style training py line main hparams file users sdumitre work style training py line main trainer fit model file users sdumitre virtual p3 lib python3 site package pytorch lightning trainer trainer py line fit self run pretrain routine model file users sdumitre virtual p3 lib python3 site package pytorch lightning trainer trainer py line run pretrain routine callback metric self process output eval result file users sdumitre virtual p3 lib python3 site package pytorch lightning trainer logging py line process output callback metric k v item valueerror one element tensor converted python scalar process finished exit code pointer env torch installed pip python gpu macos thanks great lib developing	2020-03-25 19:02:05	1585162925	resolved fixed	54507f417eaf3317a798b3303c398152a4e35a18	1585508196	pytorch_lightning\__init__.py tests\test_profiler.py                                                                  
16	1262	incorrect run on the test set with overwritten validation_end and test_epoch_end	bug override validation end test epoch end trainerevaluationloopmixin evaluate work incorrectly test set suppose override actually since newbie yet figured everything work also seems seems suppose run consider line evaluation loop py first block executed look second hence second also executed validation result recorder test result mistake problem present commit inverse problem happens override present	2020-03-27 12:38:00	1585312680	resolved fixed	ebd9fc9530242e1c9b5f3093dc62ceb4185735b0	1585920332	CHANGELOG.md pytorch_lightning\trainer\evaluation_loop.py tests\trainer\test_trainer.py                                                                
17	1264	Multiple undesired checkpoints created during single epoch	bug thanks great project sent custom modelcheckpoint trainer hoping get one checkpoint epoch trainer eventually produced lot versioned checkpoint within single epoch wasting lot disk space causing confusion example shown checkpoint gan ckpt epoch ckpt ckpt epoch v0 ckpt ckpt epoch v10 ckpt ckpt epoch v11 ckpt ckpt epoch v12 ckpt ckpt epoch v13 ckpt ckpt epoch v14 ckpt ckpt epoch v15 ckpt ckpt epoch v16 ckpt ckpt epoch v17 ckpt ckpt epoch v18 ckpt ckpt epoch v19 ckpt ckpt epoch v1 ckpt ckpt epoch v20 ckpt ckpt epoch v21 ckpt minimal code used training showed reproduce exactly checkpoint callback modelcheckpoint filepath o path join gan experiment name save top k period trainer trainer checkpoint callback checkpoint callback reproduce steps reproduce behavior clone repo git clone git checkout run script train gan mnist cd learnable ai python application image generation train gan py dataset mnist latent dim dim channel batch size max epoch see generated check point checkpoint tree checkpoint multiple checkpoint within single epoch checkpoint gan ckpt epoch ckpt ckpt epoch v0 ckpt ckpt epoch v10 ckpt ckpt epoch v11 ckpt ckpt epoch v12 ckpt ckpt epoch v13 ckpt ckpt epoch v14 ckpt ckpt epoch v15 ckpt ckpt epoch v16 ckpt ckpt epoch v17 ckpt ckpt epoch v18 ckpt ckpt epoch v19 ckpt ckpt epoch v1 ckpt ckpt epoch v20 ckpt ckpt epoch v21 ckpt expected behavior one checkpoint epoch using custom modelcheckpoint pl lightningmodule simply use val loss evaulation metric thus default checkpoint functionality trainer work environment cuda gpu tesla v100 sxm2 available true version package numpy pytorch debug false pytorch version pytorch lightning tensorboard tqdm system os linux architecture elf processor x86 python version smp tue dec utc additional context related slack discussion	2020-03-27 14:14:42	1585318482	resolved fixed	09167efdb59e1be8ffe9ff7010393bff084390be	1585607822	pl_examples\multi_node_examples\multi_node_ddp_demo.py pytorch_lightning\callbacks\base.py pytorch_lightning\callbacks\model_checkpoint.py pytorch_lightning\profiler\profiler.py pytorch_lightning\trainer\distrib_data_parallel.py pytorch_lightning\trainer\distrib_parts.py pytorch_lightning\trainer\evaluation_loop.py pytorch_lightning\trainer\trainer.py pytorch_lightning\trainer\training_io.py pytorch_lightning\trainer\training_loop.py tests\base\__init__.py tests\base\mixins.py tests\base\models.py tests\test_profiler.py tests\trainer\test_trainer.py                                        
18	1290	bug(logger): wandb fails on sweep	bug using wandb sweep hyperparameters search get error wandb error attempted change value key dropout std reason ran wandb logger log hyperparams params guess problem floating point number high accuracy	2020-03-30 11:08:50	1585566530	resolved fixed	f3d139e90f9212813c4f5e6de777bdef9dfe7635	1587738564	CHANGELOG.md pytorch_lightning\loggers\wandb.py tests\loggers\test_wandb.py                                                                
19	1306	RuntimeError: Unimplemented backend XLA on TPU	bug raised line file running mnist tpu think introduced reproduce steps reproduce behavior go mnist tpus run scroll trainer see error traceback recent call last file usr local lib python3 dist package torch xla distributed xla multiprocessing py line start fn fn gindex args file usr local lib python3 dist package torch xla distributed xla multiprocessing py line start fn fn gindex args file usr local lib python3 dist package pytorch lightning trainer distrib part py line tpu train self run pretrain routine model file usr local lib python3 dist package pytorch lightning trainer distrib part py line tpu train self run pretrain routine model file usr local lib python3 dist package pytorch lightning trainer distrib part py line tpu train self run pretrain routine model file usr local lib python3 dist package torch xla distributed xla multiprocessing py line start fn fn gindex args file usr local lib python3 dist package pytorch lightning trainer distrib part py line tpu train self run pretrain routine model file usr local lib python3 dist package pytorch lightning trainer distrib part py line tpu train self run pretrain routine model file usr local lib python3 dist package pytorch lightning trainer distrib part py line tpu train self run pretrain routine model file usr local lib python3 dist package pytorch lightning trainer trainer py line run pretrain routine self train file usr local lib python3 dist package pytorch lightning trainer trainer py line run pretrain routine self train file usr local lib python3 dist package pytorch lightning trainer trainer py line run pretrain routine self train file usr local lib python3 dist package pytorch lightning trainer trainer py line run pretrain routine self train file usr local lib python3 dist package pytorch lightning trainer trainer py line run pretrain routine self train file usr local lib python3 dist package pytorch lightning trainer trainer py line run pretrain routine self train file usr local lib python3 dist package pytorch lightning trainer training loop py line train self run training epoch file usr local lib python3 dist package pytorch lightning trainer training loop py line train self run training epoch file usr local lib python3 dist package pytorch lightning trainer distrib part py line tpu train self run pretrain routine model file usr local lib python3 dist package pytorch lightning trainer training loop py line train self run training epoch file usr local lib python3 dist package pytorch lightning trainer training loop py line train self run training epoch file usr local lib python3 dist package pytorch lightning trainer training loop py line train self run training epoch file usr local lib python3 dist package pytorch lightning trainer training loop py line train self run training epoch file usr local lib python3 dist package pytorch lightning trainer training loop py line run training epoch output self run training batch batch batch idx file usr local lib python3 dist package pytorch lightning trainer training loop py line run training epoch output self run training batch batch batch idx file usr local lib python3 dist package pytorch lightning trainer trainer py line run pretrain routine self train file usr local lib python3 dist package pytorch lightning trainer training loop py line run training epoch output self run training batch batch batch idx file usr local lib python3 dist package pytorch lightning trainer training loop py line run training epoch output self run training batch batch batch idx file usr local lib python3 dist package pytorch lightning trainer training loop py line run training epoch output self run training batch batch batch idx file usr local lib python3 dist package pytorch lightning trainer training loop py line run training epoch output self run training batch batch batch idx file usr local lib python3 dist package pytorch lightning trainer training loop py line run training batch self batch loss value append loss file usr local lib python3 dist package pytorch lightning trainer training loop py line run training batch self batch loss value append loss file usr local lib python3 dist package pytorch lightning trainer supporting class py line append self memory type x type file usr local lib python3 dist package pytorch lightning trainer training loop py line train self run training epoch file usr local lib python3 dist package pytorch lightning trainer training loop py line run training batch self batch loss value append loss file usr local lib python3 dist package pytorch lightning trainer training loop py line run training batch self batch loss value append loss file usr local lib python3 dist package pytorch lightning trainer training loop py line run training batch self batch loss value append loss file usr local lib python3 dist package pytorch lightning trainer supporting class py line append self memory type x type file usr local lib python3 dist package pytorch lightning trainer training loop py line run training batch self batch loss value append loss exception device tpu unimplemented backend xla file usr local lib python3 dist package pytorch lightning trainer supporting class py line append self memory type x type file usr local lib python3 dist package pytorch lightning trainer training loop py line run training epoch output self run training batch batch batch idx runtimeerror unimplemented backend xla file usr local lib python3 dist package pytorch lightning trainer supporting class py line append self memory type x type runtimeerror unimplemented backend xla file usr local lib python3 dist package pytorch lightning trainer supporting class py line append self memory type x type file usr local lib python3 dist package pytorch lightning trainer supporting class py line append self memory type x type runtimeerror unimplemented backend xla file usr local lib python3 dist package pytorch lightning trainer training loop py line run training batch self batch loss value append loss runtimeerror unimplemented backend xla traceback recent call last runtimeerror unimplemented backend xla file usr local lib python3 dist package pytorch lightning trainer supporting class py line append self memory type x type runtimeerror unimplemented backend xla file usr local lib python3 dist package torch xla distributed xla multiprocessing py line start fn fn gindex args runtimeerror unimplemented backend xla file usr local lib python3 dist package pytorch lightning trainer distrib part py line tpu train self run pretrain routine model file usr local lib python3 dist package pytorch lightning trainer trainer py line run pretrain routine self train file usr local lib python3 dist package pytorch lightning trainer training loop py line train self run training epoch file usr local lib python3 dist package pytorch lightning trainer training loop py line run training epoch output self run training batch batch batch idx file usr local lib python3 dist package pytorch lightning trainer training loop py line run training batch self batch loss value append loss file usr local lib python3 dist package pytorch lightning trainer supporting class py line append self memory type x type runtimeerror unimplemented backend xla exception traceback recent call last basic trainer us good default trainer trainer num tpu core trainer fit model frame usr local lib python3 dist package torch multiprocessing spawn py join self timeout raise exception process terminated exit code error index exitcode exception process terminated exit code environment pytorch version e g os e g linux linux installed pytorch conda pip source pip build command used compiling source python version cuda cudnn version gpu model configuration relevant information tpu backend	2020-03-30 17:08:20	1585588100	resolved fixed	b8ff9bc1d242a18f5e7147f34d63f43fcdd0e50a	1586219395	CHANGELOG.md pytorch_lightning\trainer\supporters.py                                                                  
20	1322	Training loop temporarily hangs after every 4 steps	porting code pytorch lightning everything seems work fine however reason every training step see temporary hanging second severely slowing overall training time missing obvious configuration trainer configuration trainer pl trainer gpus num node distributed backend ddp checkpoint callback false max epoch max step none progress bar refresh rate check val every n epoch val check interval gradient clip val log save interval num sanity val step amp level o0	2020-03-31 17:35:57	1585676157	resolved fixed	b18accc64ccd24095c11fdbd64cc924456134592	1586099236	CHANGELOG.md pytorch_lightning\trainer\data_loading.py tests\trainer\test_dataloaders.py                                                                
21	1335	Trainer DDP should invoke load_spawn_weights() only in proc_rank == 0	bug trainer ddp load spawn weight happen proc rank since process node save spawn weight actually save checkpoint reproduce steps reproduce behavior setup two node cluster set slurm nodeid node node node run script python app py node see stdout node traceback recent call last file app py line main pylint disable value parameter file app py line main trainer fit model file home ubuntu anaconda3 envs nightly pt lib python3 site package pytorch lightning trainer trainer py line fit self load spawn weight model file home ubuntu anaconda3 envs nightly pt lib python3 site package pytorch lightning trainer distrib data parallel py line load spawn weight loaded model original model class load checkpoint path file home ubuntu anaconda3 envs nightly pt lib python3 site package pytorch lightning core lightning py line load checkpoint checkpoint torch load checkpoint path map location lambda storage loc storage file home ubuntu anaconda3 envs nightly pt lib python3 site package torch serialization py line load open file like f rb opened file file home ubuntu anaconda3 envs nightly pt lib python3 site package torch serialization py line open file like return open file name buffer mode file home ubuntu anaconda3 envs nightly pt lib python3 site package torch serialization py line init super open file self init open name mode filenotfounderror errno file directory home ubuntu pytorch lightning intro guide temp weight ddp end ckpt code sample app py import pathlib import pytorch lightning pl import torch torch nn import functional f torch optim import adam torch utils data import dataloader random split torchvision import datasets transforms class litmnist pl lightningmodule def init self super init self layer torch nn linear self layer torch nn linear self layer torch nn linear self train dataset none self val dataset none self test dataset none def forward self x batch size channel width height x size x x view batch size x self layer x x f relu x x self layer x x f relu x x self layer x x f log softmax x dim return x def prepare data self transform transform transforms compose transforms totensor transforms normalize download data dir pathlib path home data mnist train datasets mnist data dir train true download true transform transform mnist test datasets mnist data dir train false download true transform transform train val split mnist train mnist val random split mnist train assign use dataloaders self train dataset mnist train self val dataset mnist val self test dataset mnist test def train dataloader self return dataloader self train dataset batch size def val dataloader self return dataloader self val dataset batch size def test dataloader self return dataloader self test dataset batch size def configure optimizers self return adam self parameter lr def training step self batch batch idx x batch logits self x loss f nll loss logits add logging log loss loss return loss loss log log def validation step self batch batch idx x batch logits self x loss f nll loss logits return val loss loss def test step self batch batch idx x batch logits self x loss f nll loss logits return val loss loss def test epoch end self output avg loss torch stack pylint disable member x val loss x output mean tensorboard log val loss avg loss return avg val loss avg loss log tensorboard log def init ddp connection self proc rank int world size int none torch distributed init process group nccl rank proc rank world size world size def main model litmnist gpus num node trainer pl trainer gpus gpus num node num node distributed backend ddp max epoch trainer fit model name main main expected behavior worker node finish without error environment node cuda gpu tesla k80 tesla k80 tesla k80 tesla k80 tesla k80 tesla k80 tesla k80 tesla k80 available true version package numpy pytorch debug false pytorch version pytorch lightning tensorboard tqdm system os linux architecture processor x86 python version ubuntu smp wed jan utc additional context	2020-04-01 23:31:03	1585783863	resolved fixed	9754c5da55059dd89cf0a4fd582fe5df9449bbe5	1586182636	pytorch_lightning\trainer\distrib_data_parallel.py                                                                    
22	1366	ModelCheckpoint tries to remove already removed checkpoint in DDP mode	bug training ddp mode modelcheckpoint callback train process fails modelcheckpoint callback try remove previous checkpoint assume already deleted another process reproduce steps reproduce behavior run training ddp backend modelcheckpoint callback save top k number file home myuser miniconda3 lib python3 site package torch multiprocessing spawn py line wrap fn args file home myuser miniconda3 lib python3 site package pytorch lightning trainer distrib data parallel py line ddp train self run pretrain routine model file home myuser miniconda3 lib python3 site package pytorch lightning trainer trainer py line run pretrain routine self train file home myuser miniconda3 lib python3 site package pytorch lightning trainer training loop py line train self run training epoch file home myuser miniconda3 lib python3 site package pytorch lightning trainer training loop py line run training epoch self call checkpoint callback file home myuser miniconda3 lib python3 site package pytorch lightning trainer training loop py line call checkpoint callback self checkpoint callback validation end self self get model file home myuser miniconda3 lib python3 site package pytorch lightning callback model checkpoint py line validation end self check save filepath current epoch file home myuser miniconda3 lib python3 site package pytorch lightning callback model checkpoint py line check save self del model delpath file home myuser miniconda3 lib python3 site package pytorch lightning callback model checkpoint py line del model o remove filepath filenotfounderror errno file directory previous checkpoint name expected behavior expect modelcheckpoint callback different ddp process concurrent saving deleteng file fixed rewriting del model method modelcheckpoint callback class ddpmodelcheckpoint modelcheckpoint def del model self filepath try o remove filepath except exception pas environment pytorch version os ubuntu installed pytorch conda python version cuda cudnn version gpu model configuration pytorch lightning version	2020-04-03 16:01:47	1585929707	resolved fixed	58a467dd68b157fdba8824a437dbaf698ad88569	1587763260	CHANGELOG.md pytorch_lightning\callbacks\model_checkpoint.py pytorch_lightning\loggers\__init__.py pytorch_lightning\loggers\base.py pytorch_lightning\loggers\comet.py pytorch_lightning\loggers\mlflow.py pytorch_lightning\loggers\neptune.py pytorch_lightning\loggers\tensorboard.py pytorch_lightning\loggers\test_tube.py pytorch_lightning\loggers\trains.py pytorch_lightning\loggers\wandb.py pytorch_lightning\trainer\distrib_data_parallel.py pytorch_lightning\trainer\distrib_parts.py pytorch_lightning\trainer\logging.py pytorch_lightning\utilities\__init__.py pytorch_lightning\utilities\distributed.py   tests\loggers\test_base.py                                  
