id,bug_id,summary,description,report_time,report_timestamp,status,commit,commit_timestamp,files
10,11411,Fetching data in Distributed Tensorflow has too much latency,system information written custom code opposed using stock example script provided tensorflow simple benchmark test overhead distributed tf fetch configurable sized variable parameter server matmul worker also matmul locally stored variable worker time difference two operation would overhead measuring os platform distribution e g linux ubuntu linux redhat tensorflow installed source binary source tensorflow version use command tensorflow python version python exact command reproduce python matmul benchmark py num feature batch size num hidden job name p python matmul benchmark py num feature batch size num hidden job name worker increasing batch size timing difference local remote computation eventually becomes negligible however small batch size overhead become example two run different model dataset size feature batch size hidden layer size return local gemm time network fetch gemm time feature batch size hidden layer size return local gemm time network fetch gemm time describe problem distributed tensorflow introduces overhead due communication stack overhead mean additional time required worker receive data parameter server compared computation without fetching remote data problem due overhead use node provide performance par non distributed single process tensorflow number node required par single process tf increase use gpus fetching small variable provides constant overhead limit scaling efficiency overhead creates two issue distributed tensorflow add several worker equal performance single process overhead fetching model parameter scale amount computation decrease add worker thus get moderately small batch size worker scale constant overhead fetching remote model parameter several issue posted distributed tensorflow improvement large tensor transfer problem exists small tensor might caused cpu performance bottleneck network however problem network transfer definitely bottleneck tried using rdma seen minimal benefit source code log,2017-07-10 15:50:23,1499701823,resolved fixed,11e2aef14f7f2d862363c350ca1d67b87ea6a57b,1502294292,configure.py tensorflow\BUILD tensorflow\c\c_api.cc tensorflow\contrib\gdr\BUILD tensorflow\contrib\gdr\README.md tensorflow\contrib\gdr\gdr.proto tensorflow\contrib\gdr\gdr_memory_manager.cc tensorflow\contrib\gdr\gdr_memory_manager.h tensorflow\contrib\gdr\gdr_rendezvous_mgr.cc tensorflow\contrib\gdr\gdr_rendezvous_mgr.h tensorflow\contrib\gdr\gdr_server_lib.cc tensorflow\contrib\gdr\gdr_server_lib.h tensorflow\contrib\gdr\gdr_worker.cc tensorflow\contrib\gdr\gdr_worker.h tensorflow\core\BUILD tensorflow\core\common_runtime\gpu\gpu_device.cc tensorflow\core\common_runtime\gpu\process_state.cc tensorflow\core\distributed_runtime\rpc\grpc_remote_worker.cc tensorflow\core\distributed_runtime\rpc\grpc_server_lib.cc tensorflow\core\distributed_runtime\rpc\grpc_server_lib.h tensorflow\core\distributed_runtime\rpc\grpc_worker_service.h tensorflow\core\platform\default\build_config.bzl tensorflow\core\platform\default\build_config_root.bzl tensorflow\python\BUILD tensorflow\tools\pip_package\build_pip_package.sh            
11,11692,A bug of tf.reduce_logsumexp with `-inf`,system information written custom code opposed using stock example script provided tensorflow yes os platform distribution e g linux ubuntu linux centos tensorflow installed source binary binary tensorflow version use command python version bazel version compiling source cuda cudnn version gpu model memory tesla k40m exact command reproduce python c import tensorflow tf print tf session run tf reduce logsumexp float inf describe problem doc tf reduce logsumexp say computes log sum exp element across dimension tensor however tensor inf source code log python c import tensorflow tf print tf session run tf reduce logsumexp float inf print nan python c import tensorflow tf print tf session run tf log tf reduce sum tf exp float inf print inf,2017-07-23 15:20:45,1500823245,resolved fixed,30c13a450841b213d72dea93d9447a25169be0a7,1502222488,tensorflow\python\ops\math_ops.py tensorflow\python\ops\math_ops_test.py                                                          
12,11725,tf_cnn_benchmarks.py stuck when running with multiple GPUs and ImageNet data with protocol grpc+verbs,system information written custom code opposed using stock example script provided tensorflow running tf cnn benchmark py benchmark repo os platform distribution e g linux ubuntu ubuntu lts tensorflow installed source binary unmodified source rdma verbs enabled tensorflow version use command rc0 python version bazel version compiling source cuda cudnn version gpu model memory nvidia tesla p100 pcie per node exact command reproduce ps cuda visible devices python tf cnn benchmark py p host worker host batch size model inception3 variable update parameter server local parameter device cpu job name p task index server protocol grpc verb worker0 cuda visible devices python tf cnn benchmark py p host worker host batch size model inception3 variable update parameter server local parameter device cpu job name worker task index num gpus data dir data imagenet data train dir data imagenet train server protocol grpc verb worker1 cuda visible devices python tf cnn benchmark py p host worker host batch size model inception3 variable update parameter server local parameter device cpu job name worker task index num gpus data dir data imagenet data train dir data imagenet train server protocol grpc verb rdma driver version mlnx ofed linux describe problem running command inception v3 synchronized data parallelism training worker external p tf cnn benchmark application hang forever iteration usually warm happens real data involved imagenet gpus gpus le iteration hang happen grpc protocol running synthetic data master service worker stuck guess mean operation computation completed rdma protocol look valid clean message corresponds protocol see log tensor requested worker receive passed rdma verbs transport baserendezvoudmgr recvlocalasync valid way reason higher level worker service trigger send kernel tensor help much appreciated debug mechanism use understand tensor operation completed greatly help mostly debugging rdma verbs layer till without much success feel enough information understand missing also feel enough knowledge step id act diving code higher level documentation greatly help initial guess occurrence racy condition loading data since creates gap execution time worker0 start first training step second worker1 since preprocessing data twice reason understand yet first iteration usually pass successfully time synchronized worker source code log log runtime moving logging rdma cc vlog also adding tensor name step id case case step id mean anything like buffer request response example also vlog master session cc worker0 worker1 p unfortunately fairly large better cut log file imo example analysis verb layer comparing sent tensor request actual received tensor writes worker worker job p replica task cpu f3c10d28b54074c0 job worker replica task gpu edge group deps noop job worker replica task cpu job worker replica task gpu edge group deps noop job worker replica task gpu job worker replica task gpu edge group deps noop job worker replica task gpu b07185dd19f62088 job worker replica task gpu edge group deps noop worker job p replica task cpu f3c10d28b54074c0 job worker replica task cpu edge assignadd job worker replica task gpu f3df8abf03739fe8 job worker replica task cpu edge group deps tensor request received well side passed recvlocalasync called later thanks lot,2017-07-24 20:01:58,1500926518,resolved fixed,e650dcfb462a9efc9236e33cae87ac5bbf55d9f7,1503550627,tensorflow\contrib\verbs\rdma.cc tensorflow\contrib\verbs\rdma.h tensorflow\contrib\verbs\rdma_rendezvous_mgr.cc tensorflow\contrib\verbs\verbs_util.cc tensorflow\contrib\verbs\verbs_util.h                                                    
13,11829,Slow to import tensorflow.contrib with Python 3 because inspect.stack is slow,system information written custom code opposed using stock example script provided tensorflow os platform distribution e g linux ubuntu macos sierra tensorflow installed source binary source tensorflow version use command v1 g2b4a0f9a4 rc0 python version bazel version compiling source homebrew cuda cudnn version cpu build gpu model memory cpu build exact command reproduce time python3 c import tensorflow contrib problem import tensorflow contrib take second machine python python take second investigating revealed lot time spent inspect stack function make decorator python util tf decorator py stack inspected find name caller function python2 inspect stack fast python call inspect stack take approximately second call made account difference time python references keras default import tensorflow contrib tensorflow backend used therefore keras slow import using python kera team kera stackoverflow question referencing issue,2017-07-27 22:21:25,1501194085,resolved fixed,d42ca5a1462e75e80536aa9c46c6834bd9455f2b,1505680691,tensorflow\python\util\tf_decorator.py                                                            
14,11948,Memory leak in Java API when using GPU,system information custom code os centos tensorflow installed source binary binary tensorflow version use command n python version n bazel version compiling source n cuda cudnn version gpu model memory geforce gtx exact command reproduce see describe problem main memory machine continuously consumed running gpu memory consumption hovers around running cpu source code log see,2017-08-01 18:52:55,1501613575,resolved fixed,03d310cc61a864600d24977f73138e643659986c,1504121706,tensorflow\java\src\main\native\operation_builder_jni.cc                                                            
15,1198,reverse_sequence's inability to accept int32 can break bidirectional_rnn,latest release bidirectional rnn changed accept int32 tensor sequence length argument tf reverse sequence accepts int64 tensor currently causing error int32 tensor passed bidirectional rnn,2016-02-19 15:47:34,1455896854,resolved fixed,484a80ce99998b59cf9f606a7c2a9ad1c14ea29a,1457486353,tensorflow\python\ops\rnn.py                                                            
16,11985,windows bazel build failed: undeclared inclusion,system information written custom code opposed using stock example script provided tensorflow os platform distribution e g linux ubuntu windows tensorflow installed source binary source tensorflow version use command python version bazel version compiling source cuda cudnn version none gpu model memory none exact command reproduce bazel output base c build tensorflow tool pip package build pip package describe problem error c o tensorflow tensorflow core build undeclared inclusion rule tensorflow core lib internal rule missing dependency declaration following file included tensorflow core framework variant tensor data cc c o tensorflow tensorflow core framework tensor h c o tensorflow tensorflow core framework allocator h c o tensorflow tensorflow core framework numeric type h c o tensorflow tensorflow core framework type trait h c o tensorflow tensorflow core framework variant h c o tensorflow tensorflow core framework type index h c o tensorflow tensorflow core framework tensor shape h c o tensorflow tensorflow core framework tensor type h c o tensorflow tensorflow core framework type h c o tensorflow tensorflow core framework bfloat16 h source code log,2017-08-03 03:24:45,1501730685,resolved fixed,6e7f1dac288acda411a21949a5720b2ca2f1a3eb,1502217609,tensorflow\core\BUILD                                                            
17,12205,BUG: TypeError in DNNClassifier.eval() when using same name for feature in feature_engineering_fn,describe problem use key replace feature tensorflow might throw typeerror evaluating eg def feature engineering fn feature label feature x func feature x mutable object hence bug caused method run see code open pr later,2017-08-11 08:21:10,1502439670,resolved fixed,f47c3ad964f42121cbab02afed52e2df367ea9ef,1503359792,tensorflow\contrib\learn\python\learn\estimators\estimator.py tensorflow\contrib\learn\python\learn\estimators\estimators_test.py                                                          
18,12249,tf.estimator.Estimator breaks when using python 3.5 type annotations,minimal example import tensorflow tf def model fn feature dict label tf tensor mode str pas estimator tf estimator estimator model fn result file usr local lib python3 dist package tensorflow python estimator estimator py line init verify model fn args model fn params file usr local lib python3 dist package tensorflow python estimator estimator py line verify model fn args args set model fn args model fn file usr local lib python3 dist package tensorflow python estimator estimator py line model fn args return tuple tf inspect getargspec fn args file usr local lib python3 dist package tensorflow python util tf inspect py line getargspec decorator argspec none inspect getargspec target file usr lib python3 inspect py line getargspec raise valueerror function keyword argument annotation valueerror function keyword argument annotation use getfullargspec api support system information os platform distribution linux mint tensorflow version v1 g12f033d python version,2017-08-13 12:49:10,1502628550,resolved fixed,93a652ef5b635ffbd678d3992767c4862bffeb15,1513015202,tensorflow\python\estimator\util.py tensorflow\python\util\tf_inspect.py                                                          
19,12436,zeros_like doesn't fully respect the optimize argument,definition zero like def zero like tensor dtype none name none optimize true ops name scope name zero like tensor name tensor ops convert tensor tensor name tensor tensor shape fully defined produce zero tensor independent value tensor since shape known statically return zero tensor shape dtype dtype tensor dtype name name dtype none dtype tensor dtype return zero shape internal tensor optimize optimize dtype dtype name name else return gen array ops zero like tensor name name see shape already known parameter ignored inconsistent documented behavior,2017-08-21 03:15:45,1503285345,resolved fixed,9ba48146942219a2d97e9a2110f88f20d62c4cb6,1505671893,tensorflow\python\ops\array_ops.py                                                            
20,12569,missing Documentation of the method AttentionWrapper.zero_state(...),hello noticed method attentionwrapper zero state batch size dtype description functionality documentation website reference link really hope get fixed spent couple day trying debug code written realized misusing method thank,2017-08-24 21:04:12,1503608652,resolved fixed,aae34fa7e35d9c3931cae49bfc20384dd20dffec,1506731761,tensorflow\contrib\seq2seq\python\ops\attention_wrapper.py tensorflow\contrib\seq2seq\python\ops\beam_search_decoder.py                                                          
21,12608,gather_nd bounds checking not working,using gather nd sometimes bound index lead error bound checking expected behavior sometimes seems read zero expect reading memory gpu never observed anything zero sure run cpu bound seem appropriately checked e get error desired example code import tensorflow tf sess tf session print sess run tf gather nd tf zero print sess run tf gather nd tf zero print sess run tf gather nd tf reshape tf range first two print statement execute successfully bug index clearly range array clearly instead return appropriately shaped array necessary trigger bug highlight drawing incorrect memory third line reason bound checking operate correctly say yes index bound appears something based previous op maybe ops stack allow go outside bound others reshape example interactive session show output get python default nov gcc linux type help copyright credit license information import tensorflow tf sess tf session w tensorflow core platform cpu feature guard cc tensorflow library compiled use sse4 instruction available machine could speed cpu computation w tensorflow core platform cpu feature guard cc tensorflow library compiled use sse4 instruction available machine could speed cpu computation w tensorflow core platform cpu feature guard cc tensorflow library compiled use avx instruction available machine could speed cpu computation w tensorflow core platform cpu feature guard cc tensorflow library compiled use avx2 instruction available machine could speed cpu computation w tensorflow core platform cpu feature guard cc tensorflow library compiled use fma instruction available machine could speed cpu computation tensorflow stream executor cuda cuda gpu executor cc successful numa node read sysfs negative value must least one numa node returning numa node zero tensorflow core common runtime gpu gpu device cc found device property name geforce gtx major minor memoryclockrate ghz pcibusid total memory free memory tensorflow core common runtime gpu gpu device cc dma tensorflow core common runtime gpu gpu device cc tensorflow core common runtime gpu gpu device cc creating tensorflow device gpu device name geforce gtx pci bus id sess run tf gather nd tf zero array dtype float32 sess run tf gather nd tf zero array dtype float32 sess run tf gather nd tf reshape tf range traceback recent call last file usr local lib python3 dist package tensorflow python client session py line call return fn args file usr local lib python3 dist package tensorflow python client session py line run fn status run metadata file usr lib python3 contextlib py line exit next self gen file usr local lib python3 dist package tensorflow python framework error impl py line raise exception ok status pywrap tensorflow tf getcode status tensorflow python framework error impl invalidargumenterror flat index index param shape node gathernd gathernd tindices dt int32 tparams dt int32 device job localhost replica task cpu reshape gathernd index handling exception another exception occurred traceback recent call last file line file usr local lib python3 dist package tensorflow python client session py line run run metadata ptr file usr local lib python3 dist package tensorflow python client session py line run feed dict tensor option run metadata file usr local lib python3 dist package tensorflow python client session py line run option run metadata file usr local lib python3 dist package tensorflow python client session py line call raise type e node def op message tensorflow python framework error impl invalidargumenterror flat index index param shape node gathernd gathernd tindices dt int32 tparams dt int32 device job localhost replica task cpu reshape gathernd index caused op gathernd defined file line file usr local lib python3 dist package tensorflow python ops gen array ops py line gather nd name name file usr local lib python3 dist package tensorflow python framework op def library py line apply op op def op def file usr local lib python3 dist package tensorflow python framework ops py line create op original op self default original op op def op def file usr local lib python3 dist package tensorflow python framework ops py line init self traceback self graph extract stack pylint disable protected access invalidargumenterror see traceback flat index index param shape node gathernd gathernd tindices dt int32 tparams dt int32 device job localhost replica task cpu reshape gathernd index version info linux mint generic x86 python version cuda version release v8 cudnn version tensorflow version v1 rc2 g0787eee nvidia driver version,2017-08-26 00:19:52,1503706792,resolved fixed,5386775e64aac0bb5020974122645da900bc312a,1515185610,tensorflow\core\api_def\base_api\api_def_GatherNd.pbtxt tensorflow\core\api_def\base_api\api_def_GatherV2.pbtxt tensorflow\core\api_def\base_api\api_def_ScatterNd.pbtxt tensorflow\core\ops\array_ops.cc                                                      
22,12641,Improve all-in-memory file copy architecture (Python at least),current file copy least via python gfile py file io py file io involves copying source content memory writing memory destination scenario like working asset unacceptable design file system h writablefile stubbed allow anything like streaming though randomaccessfile entirely entirely true suppose writeablefile append const stringpiece data could employed streamable fashion ish cull python low hanging fruit least please implement file io using regular streaming design instead described current design,2017-08-28 04:58:44,1503896324,resolved fixed,b1f5f433959406c7aad634c05e85ccd62fd06e87,1518050791,tensorflow\core\platform\env.cc tensorflow\core\platform\env.h tensorflow\core\platform\file_system.cc tensorflow\core\platform\file_system.h tensorflow\core\platform\posix\posix_file_system.cc tensorflow\core\platform\posix\posix_file_system.h tensorflow\python\lib\io\file_io.i                                                
23,12902,Change TanhGrad() operation definition with respect to documentation,hello tanhgrad documentation say specifically grad dy tanh x dy corresponding input gradient tensorflow tensorflow core ops math ops cc line bab2db4 specifically grad dy tanh x dy correct look good operation following declaration input input x input tensorflow tensorflow core ops math ops cc line bab2db4 input x correlate documentated formula grad dy could please rename input respect documentation like input input dy thanks,2017-09-08 09:15:10,1504862110,resolved fixed,9b5bf2b6786a58df679b4be2249da8a235b9f4fd,1506452072,tensorflow\core\ops\math_ops.cc                                                            
24,13202,tf.InteractiveSession leaks sessions,following work fine tf session fail release resource tf interactivesession sess tf interactivesession stuff sess close del sess reason interactive session enters context using enter never quits leaving reference defaultstack object found debugging notebook hogging gpu ram two work arounds force c api close session using sess del get rid dangling reference sess default session exit none none none del sess import gc gc collect think better solution would sess close call tf closesession tf deletesession method reset session like session lib reset,2017-09-21 03:44:15,1505965455,resolved fixed,0f508d4de379e800ad7f990de08959bbd6fcabb5,1521142667,tensorflow\python\client\session.py tensorflow\python\client\session_test.py                                                          
