report_id,file,rVSM_similarity,collab_filter,classname_similarity,bug_recency,bug_frequency,match
46,tensorflow\python\tools\saved_model_cli_test.py,0.06051489411208715,0.0,0.0,0,0,1
47,tensorflow\python\kernel_tests\check_ops_test.py,0.07304015355085523,0.0,0.0,0,0,1
47,tensorflow\python\ops\check_ops.py,0.21419479823316595,0.0,0.0,0,0,1
48,tensorflow\python\debug\wrappers\dumping_wrapper_test.py,0.08254264910022382,0.0,0.0,0,0,1
48,tensorflow\python\debug\wrappers\framework.py,0.11926819241277128,0.18148199253433575,0.0,0.125,1,1
48,tensorflow\python\debug\wrappers\local_cli_wrapper_test.py,0.13997074939453275,0.18148199253433575,0.0,0.125,1,1
49,tensorflow\python\ops\control_flow_ops.py,0.18636836169040624,0.23028039664809374,0.0,0.08333333333333333,1,1
51,tensorflow\python\util\tf_inspect.py,0.0405288214439193,0.2122315577963946,0.0,0.16666666666666666,1,1
52,tensorflow\python\data\ops\dataset_ops.py,0.1144731118638866,0.2902459569272638,0.017255546985859318,0.25,1,1
56,tensorflow\python\ops\linalg_ops.py,0.06113911197531707,0.0,0.0,0,0,1
58,tensorflow\python\data\ops\iterator_ops.py,0.04249108092891811,0.0,0.0,0,0,1
61,tensorflow\python\data\ops\dataset_ops.py,0.1411985366107697,0.3353835971580465,0.0076413772730822924,0.5,2,1
61,tensorflow\python\data\util\random_seed.py,0.2006091284133065,0.0,0.0,0,0,1
61,tensorflow\python\data\util\random_seed_test.py,0.0116798808044497,0.0,0.0,0,0,1
64,tensorflow\python\client\session.py,0.06331480771244721,0.0,0.0,0,0,1
64,tensorflow\python\client\session_test.py,0.05848548547141077,0.0,0.0,0,0,1
66,tensorflow\python\summary\summary.py,0.18795890453419484,0.0,0.0,0,0,1
69,tensorflow\python\ops\nn_impl.py,0.19331666477844903,0.0,0.052745161695151845,0,0,1
71,tensorflow\python\ops\array_ops.py,0.11814218507006433,0.1474108042191866,0.0,0.1111111111111111,2,1
72,tensorflow\python\training\input.py,0.2347350407035535,0.0,0.0,0,0,1
77,tensorflow\python\data\ops\iterator_ops.py,0.13318197286343106,0.08586896703829507,0.0,0.25,1,1
78,tensorflow\python\ops\variable_scope.py,0.06956392593126644,0.0,0.0,0,0,1
78,tensorflow\python\training\adagrad.py,0.06999990834052194,0.0,0.0,0,0,1
78,tensorflow\python\training\adagrad_test.py,0.01605024503788521,0.0,0.0,0,0,1
84,tensorflow\python\training\ftrl.py,0.04388673195504873,0.0,0.0,0,0,1
85,tensorflow\python\data\experimental\kernel_tests\parse_example_dataset_test.py,0.0444184168239273,0.0,0.0,0,0,1
85,tensorflow\python\framework\test_util.py,0.06538053649000859,0.0,0.0,0,0,1
86,tensorflow\python\client\client_lib.py,0.021503414238065555,0.0,0.0,0,0,1
86,tensorflow\python\debug\__init__.py,0.014245404887548524,0.0,0.0,0,0,1
86,tensorflow\python\lib\io\python_io.py,0.02373612230263438,0.0,0.0,0,0,1
86,tensorflow\python\ops\array_ops.py,0.013594485773320435,0.044779654531352506,0.0,0.125,3,1
86,tensorflow\python\ops\check_ops.py,0.01265780226440467,0.06356596205954851,0.0,0.09090909090909091,1,1
86,tensorflow\python\ops\control_flow_ops.py,0.014205043799207359,0.03238483439887132,0.0,0.09090909090909091,2,1
86,tensorflow\python\ops\functional_ops.py,0.016192696650429293,0.0,0.0,0,0,1
86,tensorflow\python\ops\session_ops.py,0.007971045127341606,0.0,0.0,0,0,1
86,tensorflow\python\ops\sparse_ops.py,0.009838062609763366,0.04189691803574541,0.0,0.05263157894736842,1,1
86,tensorflow\python\ops\state_ops.py,0.038934285011014765,0.0,0.0,0,0,1
86,tensorflow\python\ops\string_ops.py,0.022225435328298928,0.0,0.0,0,0,1
88,tensorflow\python\client\session_test.py,0.05208599950927811,0.2054168370528817,0.0,0.06666666666666667,3,1
88,tensorflow\python\framework\sparse_tensor.py,0.11137308363711738,0.0,0.0,0,0,1
88,tensorflow\python\keras\engine\training.py,0.2709599982370143,0.0,0.0,0,0,1
88,tensorflow\python\keras\utils\tf_utils.py,0.1492085508742419,0.0,0.0,0,0,1
88,tensorflow\python\ops\array_ops.py,0.10639176522211871,0.234830566986612,0.0,1.0,4,1
89,tensorflow\python\ops\rnn_cell_impl.py,0.13097346298179782,0.0,0.0,0,0,1
95,tensorflow\python\ops\summary_ops_v2.py,0.05641927540392257,0.0,0.0,0,0,1
96,tensorflow\python\framework\ops.py,0.12667628402286643,0.0,0.0,0,0,1
97,tensorflow\python\framework\registry.py,0.09190008147504235,0.0,0.0,0,0,1
101,tensorflow\lite\python\lite.py,0.1928134506594868,0.0,0.06252224698688985,0,0,1
102,tensorflow\python\ops\image_ops_impl.py,0.12852558623808455,0.0,0.0,0,0,1
102,tensorflow\python\ops\image_ops_test.py,0.0432458190349268,0.329528471587783,0.0,0.058823529411764705,1,1
103,tensorflow\python\keras\layers\recurrent.py,0.2520805671618247,0.0,0.0,0,0,1
104,tensorflow\python\eager\backprop_test.py,0.38686156097048735,0.0,0.0,0,0,1
104,tensorflow\python\ops\custom_gradient.py,0.4134949333557634,0.0,0.0,0,0,1
106,tensorflow\python\eager\backprop.py,0.2008075014262019,0.0,0.0,0,0,1
107,configure.py,0.2165199969487283,0.16009201004598483,0.0,0.047619047619047616,1,1
108,tensorflow\api_template.__init__.py,0.3351439097409886,0.0,0.0,0,0,1
108,tensorflow\api_template_v1.__init__.py,0.3052321723082233,0.0,0.0,0,0,1
108,tensorflow\compat_template.__init__.py,0.20334659927824314,0.0,0.0,0,0,1
108,tensorflow\compat_template_v1.__init__.py,0.204983049584022,0.0,0.0,0,0,1
108,tensorflow\python\tools\module_util.py,0.0958921607297982,0.0,0.0,0,0,1
109,tensorflow\python\ops\sort_ops.py,0.009943215871800554,0.0,0.0,0,0,1
110,tensorflow\python\keras\layers\recurrent.py,0.09807566142649936,0.38006448577148627,0.0,0.5,1,1
111,tensorflow\python\eager\def_function.py,0.0225310667371547,0.0,0.0,0,0,1
111,tensorflow\python\eager\function.py,0.01714427757278869,0.0,0.0,0,0,1
111,tensorflow\python\saved_model\function_deserialization.py,0.174958540806022,0.0,0.0,0,0,1
111,tensorflow\python\saved_model\function_serialization.py,0.08317756193920699,0.0,0.0,0,0,1
111,tensorflow\python\saved_model\load_test.py,0.10932934536529844,0.0,0.0,0,0,1
113,tensorflow\python\platform\test.py,0.07718667585712732,0.0,0.0,0,0,1
114,tensorflow\tools\compatibility\tf_upgrade_v2.py,0.10569451466910747,0.0,0.0,0,0,1
114,tensorflow\tools\compatibility\tf_upgrade_v2_test.py,0.03535284225220187,0.0,0.0,0,0,1
115,tensorflow\python\ops\summary_ops_v2.py,0.05684167359366807,0.10345138084025175,0.0,0.25,1,1
116,tensorflow\python\eager\backprop.py,0.14351955674172354,0.26909686195673554,0.0,0.5,1,1
116,tensorflow\python\eager\backprop_test.py,0.042430049491087064,0.32539404612886974,0.0,0.5,1,1
116,tensorflow\python\eager\imperative_grad.py,0.1614825376621643,0.0,0.0,0,0,1
117,tensorflow\tools\compatibility\ast_edits.py,0.09275316232049097,0.0,0.0,0,0,1
117,tensorflow\tools\compatibility\ast_edits_test.py,0.026580693845870834,0.0,0.0,0,0,1
120,tensorflow\python\keras\layers\recurrent.py,0.4113723503161852,0.5239195587836551,0.0,1.0,2,1
122,tensorflow\python\training\moving_averages.py,0.3188692307707801,0.0,0.0,0,0,1
122,tensorflow\python\training\moving_averages_test.py,0.1193334510795429,0.0,0.0,0,0,1
122,tensorflow\python\training\slot_creator_test.py,0.01667376540323311,0.0,0.0,0,0,1
124,tensorflow\python\keras\engine\base_layer.py,0.13811056248502102,0.0,0.0,0,0,1
125,tensorflow\python\eager\backprop.py,0.24282111351576247,0.231139212927362,0.0,0.5,2,1
126,tensorflow\python\keras\layers\merge.py,0.14953486791075113,0.0,0.0,0,0,1
127,tensorflow\python\keras\engine\base_layer.py,0.1278091049554973,0.19695968751894607,0.0,1.0,1,1
127,tensorflow\python\keras\utils\generic_utils.py,0.053581844107863166,0.0,0.0,0,0,1
128,tensorflow\python\keras\saving\hdf5_format.py,0.4340860389079201,0.0,0.0,0,0,1
129,tensorflow\python\keras\layers\recurrent.py,0.38428779517549516,0.5395865891691067,0.0,0.5,3,1
130,tensorflow\python\ops\math_grad.py,0.08747816811047722,0.0,0.0,0,0,1
131,tensorflow\python\debug\wrappers\framework.py,0.2518024415565309,0.5653666701163454,0.0,0.0625,2,1
131,tensorflow\python\debug\wrappers\local_cli_wrapper_test.py,0.21779012701289283,0.5653666701163454,0.0,0.0625,2,1
132,tensorflow\python\ops\ctc_ops.py,0.22708925510728062,0.0,0.04416428344442653,0,0,1
133,tensorflow\python\autograph\converters\directives.py,0.05441060004185125,0.0,0.0,0,0,1
133,tensorflow\python\autograph\converters\directives_test.py,0.04435487506629892,0.0,0.0,0,0,1
134,tensorflow\python\compiler\tensorrt\trt_convert.py,0.24872466783648375,0.0,0.0,0,0,1
134,tensorflow\python\compiler\tensorrt\trt_convert_test.py,0.24832218799990324,0.0,0.0,0,0,1
138,tensorflow\python\keras\backend.py,0.12838333318466127,0.0,0.0,0,0,1
138,tensorflow\python\keras\layers\recurrent.py,0.16227495586071405,0.6043045167426313,0.0,0.5,4,1
139,tensorflow\python\ops\variables.py,0.259382138500139,0.0,0.0,0,0,1
140,tensorflow\python\autograph\pyct\ast_util.py,0.08649989106857468,0.0,0.0,0,0,1
140,tensorflow\python\autograph\pyct\pretty_printer.py,0.05226033658958519,0.0,0.0,0,0,1
141,tensorflow\python\autograph\pyct\static_analysis\activity.py,0.1172648250056155,0.0,0.0,0,0,1
142,tensorflow\python\data\kernel_tests\cache_test.py,0.2363552947000409,0.0,0.0,0,0,1
144,tensorflow\python\autograph\converters\call_trees.py,0.15323933619568142,0.0,0.0,0,0,1
144,tensorflow\python\autograph\core\converter.py,0.17918709232620733,0.0,0.0,0,0,1
144,tensorflow\python\autograph\core\converter_testing.py,0.1562782661939822,0.0,0.0,0,0,1
144,tensorflow\python\autograph\core\function_wrappers.py,0.1538567282584816,0.0,0.0,0,0,1
144,tensorflow\python\autograph\core\function_wrappers_test.py,0.07093014099509216,0.0,0.0,0,0,1
144,tensorflow\python\autograph\impl\api.py,0.28689469992146494,0.0,0.0,0,0,1
144,tensorflow\python\autograph\impl\conversion.py,0.18905738409615766,0.0,0.0,0,0,1
144,tensorflow\python\autograph\operators\py_builtins.py,0.2681995775018435,0.0,0.0,0,0,1
144,tensorflow\python\autograph\operators\py_builtins_test.py,0.16470734243384091,0.0,0.0,0,0,1
145,tensorflow\python\autograph\utils\ag_logging.py,0.11783445280447886,0.0,0.0,0,0,1
146,tensorflow\python\autograph\core\converter.py,0.1189119053134692,0.05374571664506293,0.0,0.5,1,1
147,tensorflow\python\distribute\parameter_server_strategy_v2.py,0.019023412539068835,0.0,0.0,0,0,1
148,tensorflow\python\eager\device_placement_test.py,0.11567083320509818,0.0,0.0,0,0,1
149,tensorflow\python\autograph\impl\conversion.py,0.10047523639672876,0.2660052801063983,0.0,0.5,1,1
149,tensorflow\python\autograph\impl\conversion_test.py,0.14002118064465754,0.0,0.0,0,0,1
149,tensorflow\python\autograph\pyct\inspect_utils.py,0.1496663176978756,0.0,0.10672707646680199,0,0,1
150,tensorflow\python\data\experimental\ops\iterator_ops.py,0.04530162471567769,0.0,0.0,0,0,1
151,tensorflow\python\framework\test_util.py,0.20291551951891562,0.17596314672550986,0.0,0.1111111111111111,1,1
152,tensorflow\python\debug\wrappers\framework.py,0.08198459938753104,0.3343017526563745,0.0,0.3333333333333333,3,1
152,tensorflow\python\debug\wrappers\local_cli_wrapper_test.py,0.11401297920200101,0.3343017526563745,0.0,0.3333333333333333,3,1
154,tensorflow\python\ops\array_grad.py,0.19566730373667113,0.0,0.0,0,0,1
155,tensorflow\python\keras\backend.py,0.05681099834922399,0.22848404651228937,0.0,0.5,1,1
155,tensorflow\python\ops\image_ops_impl.py,0.11420078524402112,0.2263129360724374,0.0,0.2,1,1
156,tensorflow\python\feature_column\feature_column_v2.py,0.21613358466043406,0.0,0.0,0,0,1
156,tensorflow\python\ops\array_ops.py,0.03797257466775385,0.20955059477603502,0.0,0.125,5,1
158,tensorflow\python\util\deprecation_wrapper.py,0.14838605956886905,0.0,0.0,0,0,1
158,tensorflow\tools\api\tests\module_test.py,0.13079090730840687,0.0,0.0,0,0,1
159,tensorflow\python\eager\pywrap_tfe_test.py,0.03273646840869294,0.0,0.0,0,0,1
160,tensorflow\python\autograph\pyct\parser.py,0.24181319754898828,0.0,0.0,0,0,1
161,tensorflow\python\framework\ops.py,0.09989989524675563,0.23820748404918016,0.0,0.05,4,1
161,tensorflow\python\ops\script_ops.py,0.18236691284938178,0.20184265382290933,0.0,0.047619047619047616,1,1
163,tensorflow\python\keras\engine\base_layer.py,0.1805940929543848,0.2532841320406418,0.0,0.25,2,1
163,tensorflow\python\keras\models.py,0.3725785460550356,0.0,0.0,0,0,1
164,tensorflow\python\keras\engine\training_utils.py,0.26011273624644643,0.0,0.0,0,0,1
165,tensorflow\python\kernel_tests\signal\mel_ops_test.py,0.19069825206541932,0.0,0.0,0,0,1
165,tensorflow\python\ops\signal\mel_ops.py,0.21646516486620826,0.0,0.0,0,0,1
167,tensorflow\python\data\util\structure_test.py,0.048298495719796705,0.0,0.0,0,0,1
167,tensorflow\python\ops\tensor_array_ops.py,0.17463532987131358,0.0,0.0,0,0,1
169,tensorflow\python\eager\backprop_test.py,0.11908930771442544,0.5094345843707456,0.0,0.16666666666666666,2,1
169,tensorflow\python\eager\function.py,0.0711507260613703,0.2750337608303061,0.0,0.16666666666666666,1,1
170,tensorflow\python\keras\utils\generic_utils.py,0.09547289433274737,0.18080477536383352,0.0,0.2,1,1
171,tensorflow\python\framework\constant_op.py,0.07487549532323792,0.0,0.0,0,0,1
173,tensorflow\python\distribute\input_lib.py,0.1370172117127198,0.0,0.0,0,0,1
173,tensorflow\python\distribute\input_lib_test.py,0.07520871142561948,0.0,0.0,0,0,1
174,tensorflow\python\keras\layers\recurrent.py,0.4190268900175358,0.6317928705237584,0.0,0.2,5,1
175,tensorflow\python\keras\layers\convolutional_recurrent.py,0.15701975017917852,0.0,0.0,0,0,1
175,tensorflow\python\keras\layers\recurrent.py,0.23498819215085304,0.3508713507609777,0.0,1.0,6,1
176,tensorflow\python\keras\backend.py,0.06050017643324916,0.4587364045730053,0.0,0.25,2,1
177,tensorflow\python\keras\layers\recurrent.py,0.39080768724224507,0.5662739490491763,0.0,1.0,7,1
180,tensorflow\python\ops\string_ops.py,0.05320273761124698,0.42731222496895777,0.0,0.09090909090909091,1,1
181,tensorflow\python\keras\saving\saved_model\utils.py,0.19287019445539713,0.0,0.0,0,0,1
183,tensorflow\python\keras\engine\training.py,0.12032070662317976,0.29294200186116093,0.0,0.08333333333333333,1,1
185,tensorflow\python\framework\test_util.py,0.13285683881220434,0.22291134777002977,0.0,0.2,2,1
187,tensorflow\python\keras\metrics.py,0.046662792829576846,0.0,0.0,0,0,1
189,tensorflow\python\autograph\operators\control_flow.py,0.20375479697584192,0.0,0.0,0,0,1
189,tensorflow\python\autograph\operators\control_flow_test.py,0.059091826992701185,0.0,0.0,0,0,1
190,tensorflow\python\keras\layers\recurrent.py,0.09756090970941378,0.1551950840793014,0.0,0.5,8,1
191,tensorflow\python\keras\saving\hdf5_format.py,0.19617683829660273,0.3436583271714494,0.0,0.14285714285714285,1,1
192,tensorflow\python\ops\check_ops.py,0.17000478017283063,0.18391792311173452,0.0,0.07692307692307693,2,1
195,tensorflow\python\framework\device_spec.py,0.2104853183696252,0.0,0.0,0,0,1
196,tensorflow\python\keras\backend.py,0.09616151631308474,0.4494103489981175,0.0,0.3333333333333333,3,1
197,tensorflow\python\ops\array_ops.py,0.22310621571472022,0.09705332871794349,0.0,0.16666666666666666,6,1
198,tensorflow\python\autograph\operators\control_flow.py,0.15976119508044737,0.34098120706901297,0.0,0.5,1,1
198,tensorflow\python\autograph\operators\control_flow_test.py,0.03465088436719788,0.34098120706901297,0.0,0.5,1,1
200,tensorflow\python\keras\layers\recurrent.py,0.19082242108663136,0.567534636421675,0.0,0.3333333333333333,9,1
202,tensorflow\python\keras\callbacks.py,0.13516498363775914,0.0,0.0,0,0,1
204,tensorflow\python\keras\layers\convolutional_recurrent.py,0.17509661571249405,0.060767461266355446,0.0,0.25,1,1
205,tensorflow\python\data\kernel_tests\iterator_test.py,0.09397229014771352,0.0,0.0,0,0,1
205,tensorflow\python\data\kernel_tests\reduce_test.py,0.08824910035592505,0.0,0.0,0,0,1
205,tensorflow\python\data\ops\dataset_ops.py,0.2211728322866747,0.35689293239217323,0.017188188292031812,0.043478260869565216,3,1
206,tensorflow\python\keras\saving\saved_model\save_impl.py,0.08140116318159517,0.0,0.0,0,0,1
207,tensorflow\python\distribute\cluster_resolver\tpu_cluster_resolver.py,0.08139398541645351,0.0,0.0,0,0,1
208,tensorflow\lite\testing\op_tests\reverse_v2.py,0.041778390251890965,0.0,0.0,0,0,1
209,tensorflow\python\autograph\pyct\parser.py,0.19180899086393674,0.19606673343669462,0.0,0.125,1,1
209,tensorflow\python\autograph\pyct\parser_test.py,0.09345722347389292,0.0,0.0,0,0,1
210,tensorflow\python\keras\backend.py,0.08600379190833009,0.32390781454528705,0.0,0.3333333333333333,4,1
211,tensorflow\python\tools\saved_model_cli.py,0.016423069818370727,0.007838560521157778,0.0,0.038461538461538464,1,1
212,tensorflow\python\keras\utils\layer_utils.py,0.0035869748239218055,0.0,0.0,0,0,1
214,tensorflow\python\kernel_tests\check_ops_test.py,0.05395049321233438,0.34824590194384636,0.0,0.04,1,1
214,tensorflow\python\ops\check_ops.py,0.17366739825458904,0.3933963563122106,0.0,0.3333333333333333,3,1
216,tensorflow\python\autograph\converters\break_statements.py,0.059136070457134385,0.0,0.0,0,0,1
216,tensorflow\python\autograph\converters\control_flow.py,0.09170989771312306,0.0,0.0,0,0,1
216,tensorflow\python\autograph\converters\return_statements.py,0.08401763607894817,0.0,0.0,0,0,1
216,tensorflow\python\autograph\pyct\anno.py,0.10177403577930712,0.0,0.0,0,0,1
216,tensorflow\python\autograph\pyct\cfg.py,0.08660183983772785,0.0,0.0,0,0,1
216,tensorflow\python\autograph\pyct\static_analysis\activity.py,0.10669894304429775,0.5611504706609292,0.0,0.1,1,1
216,tensorflow\python\autograph\pyct\templates.py,0.08308961705736888,0.0,0.0,0,0,1
217,tensorflow\python\keras\engine\sequential.py,0.33517062461720276,0.0,0.03297356433038786,0,0,1
218,tensorflow\api_template.__init__.py,0.27218019071872407,0.47519393261749454,0.0,0.08333333333333333,1,1
219,tensorflow\python\ops\list_ops.py,0.1158211599122003,0.0,0.0,0,0,1
221,tensorflow\python\keras\layers\embeddings.py,0.2617577220506388,0.0,0.0,0,0,1
222,tensorflow\python\autograph\operators\py_builtins.py,0.23394429680393042,0.19008069587633603,0.0,0.09090909090909091,1,1
222,tensorflow\python\autograph\operators\py_builtins_test.py,0.0968859054489871,0.19008069587633603,0.0,0.09090909090909091,1,1
223,tensorflow\python\ops\candidate_sampling_ops.py,0.25126766840246656,0.0,0.0,0,0,1
224,tensorflow\python\ops\array_ops.py,0.05675082711335956,0.3046345002256655,0.0,0.16666666666666666,7,1
225,tensorflow\python\keras\layers\recurrent.py,0.3897344251938709,0.4164036819532798,0.0,0.2,10,1
226,tensorflow\python\ops\nn_impl.py,0.1001324494827624,0.23034900708567785,0.0,0.038461538461538464,1,1
228,tensorflow\python\keras\layers\advanced_activations.py,0.20464823323130427,0.0,0.0,0,0,1
231,tensorflow\python\eager\forwardprop.py,0.09651978210660439,0.0,0.0,0,0,1
231,tensorflow\python\eager\forwardprop_test.py,0.0641655825840619,0.0,0.0,0,0,1
232,tensorflow\python\data\experimental\kernel_tests\csv_dataset_test.py,0.017725170025550976,0.0,0.0,0,0,1
232,tensorflow\python\data\experimental\ops\readers.py,0.11957318132959509,0.0,0.0,0,0,1
233,tensorflow\python\eager\backprop.py,0.03704879020986227,0.03511599877958232,0.0,0.07142857142857142,3,1
234,tensorflow\python\keras\callbacks.py,0.13530071468381027,0.124409944690994,0.017208064135415303,0.16666666666666666,1,1
239,tensorflow\python\keras\backend.py,0.14906826388710254,0.04747711454751177,0.0,0.16666666666666666,5,1
240,tensorflow\python\ops\nn_ops.py,0.17173863807650724,0.048664956559380544,0.10183989945842617,0.030303030303030304,2,1
241,tensorflow\python\keras\saving\saved_model\layer_serialization.py,0.12342375981333228,0.0,0.0,0,0,1
242,tensorflow\python\ops\image_ops_impl.py,0.13238987824781395,0.23974984845138872,0.0,0.07692307692307693,2,1
242,tensorflow\python\ops\image_ops_test.py,0.043222155332670625,0.2657881239480917,0.0,0.058823529411764705,2,1
244,tensorflow\python\eager\backprop_test.py,0.1964900530889771,0.4767863208475482,0.0,0.09090909090909091,3,1
244,tensorflow\python\ops\parallel_for\pfor.py,0.13356994090392002,0.0,0.0,0,0,1
248,tensorflow\python\keras\layers\convolutional.py,0.16592978732731026,0.0,0.0,0,0,1
250,tensorflow\python\eager\pywrap_tfe_test.py,0.04100649267882418,0.3761914029521829,0.0,0.06666666666666667,1,1
251,tensorflow\python\util\nest.py,0.08715699102282844,0.0,0.0,0,0,1
253,tensorflow\python\eager\backprop.py,0.1873531695566343,0.22862990806517547,0.0,0.25,4,1
254,tensorflow\python\keras\losses.py,0.02813732425617872,0.0,0.0,0,0,1
255,tensorflow\python\eager\forwardprop_test.py,0.09615399667467454,0.4540276771415344,0.0,0.2,1,1
255,tensorflow\python\eager\function.py,0.07317664448024559,0.5889909227291582,0.0,0.07142857142857142,2,1
264,tensorflow\python\keras\engine\training.py,0.3212441325063907,0.33207681924837124,0.018195884220947204,0.07142857142857142,2,1
265,tensorflow\python\ops\image_ops_impl.py,0.1434178183472971,0.24897171155985673,0.0,0.16666666666666666,3,1
265,tensorflow\python\ops\image_ops_test.py,0.035783884864085166,0.2231923392946524,0.0,0.16666666666666666,3,1
266,tensorflow\python\ops\sparse_ops.py,0.12514030220096406,0.20543462528520773,0.0,0.04,2,1
266,tensorflow\python\ops\sparse_ops_test.py,0.1144072396719546,0.0,0.0,0,0,1
268,tensorflow\lite\python\lite_v2_test.py,0.03031906712739646,0.0,0.0,0,0,1
271,tensorflow\python\data\experimental\kernel_tests\assert_cardinality_test.py,0.1828880562446412,0.0,0.0,0,0,1
280,tensorflow\tools\pip_package\setup.py,0.10776788785648254,0.0,0.0,0,0,1
290,tensorflow\python\framework\ops.py,0.175249583137042,0.005832068110127733,0.0,0.1,1,1
291,tensorflow\python\ops\control_flow_ops.py,0.2994212983669909,0.0,0.0,0,0,1
298,tensorflow\python\training\adam.py,0.1642447379649778,0.0,0.0,0,0,1
300,tensorflow\python\ops\array_ops.py,0.1255176542767777,0.0,0.0,0,0,1
301,tensorflow\python\training\server_lib_test.py,0.09761287746931575,0.0,0.0,0,0,1
304,tensorflow\python\ops\sparse_ops.py,0.04806885230866506,0.0,0.0,0,0,1
