BR_id,BRsummary,BRdescription,commit_id,file_new_name
11411,Fetching data in Distributed Tensorflow has too much latency,  system information      have i written custom code               the above is a simple benchmark which tests the overhead of distributed tf  it fetches a configurable sized variable from the parameter server and does a matmul on the worker  it also does a matmul from a locally stored variable on the worker  the time difference between these two operations would be the overhead i am measuring       os platform and distribution     linux redhat      tensorflow installed from     source      tensorflow version     tensorflow          python version   python            exact command to reproduce       python matmul benchmark py   num features     batch size     num hidden     job name ps    python matmul benchmark py   num features     batch size     num hidden     job name worker  by increasing batch size  the timing difference between local remote computation eventually becomes negligible   however  for small batch sizes the overhead can become       for example  here are two runs for ,11e2aef14f7f2d862363c350ca1d67b87ea6a57b,configure.py
11692,A bug of tf.reduce_logsumexp with `-inf`,  system information      have i written custom code    yes  os platform and distribution     linux centos    tensorflow installed from    binary  tensorflow version           python version         bazel version     cuda cudnn version             gpu model and memory  tesla       exact command to reproduce   python  c  import tensorflow as tf  print tf session  run        describe the problem    the doc of tf reduce logsumexp says it    computes log        however  it does not when the tensor is  inf   source code   logs    python  c  import tensorflow as tf  print tf session  run          prints  nan          python  c  import tensorflow as tf  print tf session  run            prints   inf       ,30c13a450841b213d72dea93d9447a25169be0a7,tensorflow\python\ops\math_ops.py
11725,tf_cnn_benchmarks.py stuck when running with multiple GPUs and ImageNet data with protocol grpc+verbs,  system information      have i written custom code    no  running tf cnn benchmarks py from benchmarks repo  os platform and distribution    ubuntu       lts  tensorflow installed from    unmodified source with rdma verbs enabled  tensorflow version             python version         bazel version           cuda cudnn version         gpu model and memory  nvidia tesla   pcie      exact command to reproduce     ps  cuda visible devices    python tf cnn benchmarks py   ps hosts             worker hosts                       batch size     model     variable update parameter server   local parameter device cpu   job name ps   task index     server protocol grpc verbs     cuda visible devices                   python tf cnn benchmarks py   ps hosts             worker hosts                       batch size     model     variable update parameter server   local parameter device cpu   job name worker   task index     num gpus     data dir  data imagenet data    train dir  data imagenet trai,e650dcfb462a9efc9236e33cae87ac5bbf55d9f7,tensorflow\contrib\verbs\rdma.cc
11829,Slow to import tensorflow.contrib with Python 3 because inspect.stack is slow,  system information      have i written custom code    no  os platform and distribution    macos sierra        tensorflow installed from    source  tensorflow version                       python version         bazel version          homebrew  cuda cudnn version  cpu only build  gpu model and memory  cpu only build  exact command to reproduce  time    c  import tensorflow contrib     the problem    doing import tensorflow contrib take     seconds on my machine when doing it with python        with python       it takes     seconds   investigating this revealed that a lot of time is spent in  inspect stack  in the function make decorator in  python util tf decorator py  the stack is inspected to find the name of the caller of the function  with   inspect stack  is fast  but with python   each call to inspect stack  take approximately     seconds and there are   calls made  which account for the difference in time between python   and     references    keras by default imports tensorfl,d42ca5a1462e75e80536aa9c46c6834bd9455f2b,tensorflow\python\util\tf_decorator.py
11948,Memory leak in Java API when using GPU,  system information      custom code     os  centos    tensorflow installed from    binary  tensorflow version    n a  python version  n a  bazel version    n a  cuda cudnn version       gpu model and memory  geforce gtx    exact command to reproduce  see      describe the problem    main memory on the machine is continuously consumed when running on the gpu  memory consumption hovers around   when running on the cpu   source code   logs    see        ,03d310cc61a864600d24977f73138e643659986c,tensorflow\java\src\main\native\operation_builder_jni.cc
1198,reverse_sequence's inability to accept int32 can break bidirectional_rnn,  in the latest releases bidirectional rnn has been changed to accept   tensors for the sequence length argument  but tf reverse sequence only accepts   tensors  and this is currently causing an error when an   tensor is passed to bidirectional rnn    ,484a80ce99998b59cf9f606a7c2a9ad1c14ea29a,tensorflow\python\ops\rnn.py
11985,windows bazel build failed: undeclared inclusion,  system information      have i written custom code     no  os platform and distribution     windows    tensorflow installed from     source  tensorflow version        python version          bazel version            cuda cudnn version   none  gpu model and memory   none  exact command to reproduce   bazel   output base c  t  build    tensorflow tools pip package build pip package    describe the problem    error  c  os tensorflow tensorflow core build      undeclared inclusion  in rule    tensorflow core lib internal    this rule is missing dependency declarations for the following files included by  tensorflow core framework variant tensor data cc     c  os tensorflow tensorflow core framework tensor h    c  os tensorflow tensorflow core framework allocator h    c  os tensorflow tensorflow core framework numeric types h    c  os tensorflow tensorflow core framework type traits h    c  os tensorflow tensorflow core framework variant h    c  os tensorflow tensorflow core framework typ,6e7f1dac288acda411a21949a5720b2ca2f1a3eb,tensorflow\core\BUILD
12205,BUG: TypeError in DNNClassifier.eval() when using same name for feature in feature_engineering_fn,  describe the problem    if we use the  same key to replace a feature  tensorflow might throw typeerror when evaluating   eg   def feature engineering fn      features  x     some func   when  is   it is a mutable object  hence the bug is caused by  method which runs  again  see code     i ll open a pr later    ,f47c3ad964f42121cbab02afed52e2df367ea9ef,tensorflow\contrib\learn\python\learn\estimators\estimator.py
12249,tf.estimator.Estimator breaks when using python 3.5 type annotations,  minimal example   import tensorflow as tf    def model fn        pass    estimator   tf estimator estimator       results in  file   usr local lib     dist packages tensorflow python estimator estimator py   line    in   init         verify model fn args     file   usr local lib     dist packages tensorflow python estimator estimator py   line    in  verify model fn args      args   set      file   usr local lib     dist packages tensorflow python estimator estimator py   line    in  model fn args      return tuple  args     file   usr local lib     dist packages tensorflow python util tf inspect py   line    in getargspec      if d decorator argspec is not none    inspect getargspec      file   usr lib     inspect py   line    in getargspec      raise valueerror  function has keyword only arguments or annotations   valueerror  function has keyword only arguments or annotations  use getfullargspec  api which can support them      system information      os platform and distribution  ,93a652ef5b635ffbd678d3992767c4862bffeb15,tensorflow\python\estimator\util.py
12436,zeros_like doesn't fully respect the optimize argument,  the definition of zeros like   is   def zeros like      with ops name scope  as name       tensor   ops convert to tensor         if tensor shape is fully defined            we can produce a zeros tensor independent of the value of  tensor            since the shape is known statically         return zeros         if dtype is not none and dtype    tensor dtype         return zeros             shape internal   dtype dtype  name name       else         return gen array ops  zeros like   we can see that if the shape of  is already known  the  parameter is ignored  which is inconsistent with the documented behavior      ,9ba48146942219a2d97e9a2110f88f20d62c4cb6,tensorflow\python\ops\array_ops.py
12569,missing Documentation of the method AttentionWrapper.zero_state(...),  hello    i have noticed that the method attentionwrapper zero state  does not have any description of its functionality in the  documentation website   below is a reference link      docs python tf contrib   attentionwrapper    i really hope that this gets fixed   i have spent a couple of days trying to debug a code that i have written until i realized that i was misusing the method    thank you   ,aae34fa7e35d9c3931cae49bfc20384dd20dffec,tensorflow\contrib\seq2seq\python\ops\attention_wrapper.py
12608,gather_nd bounds checking not working,  when using gather nd  sometimes out of bounds indices lead to errors   and sometimes it seems to just read zeros  i expect it reading just other memory from the gpu  but i ve never observed anything other than zeros so i m not sure  when i run on the cpu the bounds seem to be appropriately checked i e  i get the errors desired  here s some example code   import tensorflow as tf  sess   tf session   print            print            print        the first two print statements execute successfully  which is a bug  the indices are clearly out of range  and the arrays are clearly all   s  but instead it returns an appropriately shaped array of   s     the third line  for some reason  has the bounds checking operate correctly  and says that    yes    the index         is not in the bounds  it appears to something based on what the previous op is  maybe  where some ops  such as stack  allow me to go outside the bounds  while others such as reshape don t  here s an example interactive sessi,5386775e64aac0bb5020974122645da900bc312a,tensorflow\core\api_def\base_api\api_def_GatherNd.pbtxt
12641,Improve all-in-memory file copy architecture (Python at least),  current file copy  at least via python   gfile py  → file io py   → file io i     involves copying the source contents into memory  and then writing memory to the destination  for scenarios like      which is working with an   asset  this is unacceptable design   file system h s writablefile is not stubbed to allow anything like a streaming  though its randomaccessfile is    could be employed in a streamable fashion  ish    to cull the python low hanging fruit  at least  please implement file io i   using a regular streaming design instead of the above described current design    ,b1f5f433959406c7aad634c05e85ccd62fd06e87,tensorflow\core\platform\env.cc
12902,Change TanhGrad() operation definition with respect to documentation,  hello   tanhgrad  documentation says   specifically  grad   dy      where y   tanh   and dy  is the corresponding input gradient         tensorflow tensorflow core ops math ops cc               line          in                        specifically   grad   dy       where  y   tanh    and  dy             which is correct and looks good   but operation has following declaration of inputs   input    input         tensorflow tensorflow core ops math ops cc               line          in                        input                                                               what doesn t correlate with the documentated formula  grad   dy       could you please rename inputs with respect to documentation like this   input    input   thanks    ,9b5bf2b6786a58df679b4be2249da8a235b9f4fd,tensorflow\core\ops\math_ops.cc
13202,tf.InteractiveSession leaks sessions,  the following works fine with tf session  but will fail to release resources in tf interactivesession  sess   tf interactivesession     do stuff    sess close   del sess      the reason is that interactive session enters a context using   enter    and never quits it  leaving a reference from a defaultstack object  i found this when debugging why my notebook was hogging all gpu ram   the two work arounds     force c api to close the session using sess   del     get rid of the dangling reference        sess  default session   exit         del sess      import gc      gc collect       i think a better solution would be to have sess close  call both tf closesession and tf deletesession  or have a method that will reset all sessions like session lib reset   ,0f508d4de379e800ad7f990de08959bbd6fcabb5,tensorflow\python\client\session.py
13431,Windows nightly build Dataset.from_generator fails with pyfunc error,  system information      have i written custom code    yes  os platform and distribution    windows    tensorflow installed from   pip  tensorflow version          python version         bazel version      cuda cudnn version    gpu model and memory    exact command to reproduce see below    describe the problem    as described in the so question        the code   import tensorflow as tf    dataset   tf contrib data dataset      dataset range  make one shot iterator       dataset from generator need tensorflow          with tf session  as sess       print       def  dataset generator            while true               try                   yield sess run                except tf errors outofrangeerror                   return      das dataset   dataset from generator       das dataset it   das dataset make one shot iterator       while true           try               print             except tf errors outofrangeerror               break  fails with   c  dropbox   pycharmvirtual tf ni,9b027db459ff771c246a266ac3ec40cfbb4a63ce,tensorflow\contrib\data\python\kernel_tests\dataset_constructor_op_test.py
13506,tf.image.pad_to_bounding_box crashes when passed bounds with dtype int64,  system information      have i written custom code    yes  os platform and distribution    linux ubuntu      tensorflow installed from   from pip in virtualenv  tensorflow version                      python version            n gcc            bazel version     cuda cudnn version   gpu model and memory   exact command to reproduce     description    passing arguments of type   to tf image pad to bounding box triggers a crash of the python interpreter  this is a bug because the type required by tf image pad to bounding box not documented anywhere and just causes a crash with a cryptic error message   sources logs    the following snippet crashes the whole python interpreter with a core dump   import tensorflow as tf  i   tf constant   img   tf ones   sess   tf session   sess run        and leaves the following                 f tensorflow core framework tensor cc    check failed  dtype     expected dtype         ,cbb705f10149a11b8d17182343ef12ab2dbfd7a8,tensorflow\core\kernels\pad_op.cc
13526,Importing TF in Python yields 'cannot import name 'build_info',  system information    fedora        tensorflow installed from source   tf version          tf git version   b               tf compiler version   b                   python version          bazel installed from their fedora copr repositories  version           no cuda    intel mkl        c                bazel build  c opt   config mkl   tensorflow tools pip package build pip package  notice the mkl flag in the bazel build  describe the problem    configuration and bazel build finished without error  when attempting to import tensorflow in python  i get this       import tensorflow as tf  traceback       file     line    in     file   home torstein progs tensorflow tensorflow   init   py   line    in       from tensorflow python import      file   home torstein progs tensorflow tensorflow python   init   py   line    in       from tensorflow python import pywrap tensorflow    file   home torstein progs tensorflow tensorflow python pywrap tensorflow py   line    in       from tensorfl,251a1e70dc04b10fb25e8013d1ad1f27d5eda30b,tensorflow\python\platform\self_check.py
13536,BeamSearchDecoder incorrectly truncates results when used with dynamic_decode,  system information        have i written custom code     os platform and distribution    linux ubuntu     any  tensorflow installed from    binary  tensorflow version                       python version  python          continuum analytics  inc   bazel version    n a  cuda cudnn version  irrelevant  gpu model and memory  irrelevant  exact command to reproduce  irrelevant    describe the problem    tf contrib   beamsearchdecoder incorrectly truncates some of the results because the same index was previously used for a beam member that ended at a earlier step   the root of the problem is that the while loop body in dynamic decode assumes that sequences are independent and will finish only once  in the same time beamsearchdecoder creates a tree like structure where a beam index can be reused in a later step for a state that originates from a different parent index   this causes the decoding loop to sometimes record the wrong sequence length for a beam member  then this wrong sequence l,18f89c81d288f191abd56501ec6f86fe29265bdd,tensorflow\contrib\seq2seq\kernels\beam_search_ops.cc
13558,segfaults in GPU tf.matrix_inverse,  i m running into segfaults in tf matrix inverse  i m adding identity     so matrices should be invertible  and same procedure works fine in numpy and in tensorflow cpu version     segfault py      this non deterministically crashes after     seconds with various backtraces   ie        in             in tensorflow  tensor  totalbytes  const       from  home yaroslav   envs   lib     site packages tensorflow python    libtensorflow framework so        in tensorflow  tensor  tensor data  const       from  home yaroslav   envs   lib     site packages tensorflow python    libtensorflow framework so        in bool tensorflow  internal  transposeusingtile        from  home yaroslav   envs   lib     site packages tensorflow python  pywrap tensorflow internal so        in tensorflow  status tensorflow  dotranspose        from  home yaroslav   envs   lib     site packages tensorflow python  pywrap tensorflow internal so        in tensorflow  svdopgpu  performsvd mgeqn        from  home yarosla,3629fc4e98254c37e614ac3f77fa250b75c70f8d,tensorflow\core\kernels\matrix_inverse_op.cc
13576,sparse_softmax_cross_entropy_with_logits wrong annotation,        tensorflow tensorflow python ops nn ops py               line          in                              of the labels is not equal to the rank of the labels minus one              it should be if logits are scalars   or if the rank of the labels is not equal to the rank of the logits minus one    ,edfb9bb100f9814bf1bbcff2e8a32f12f049bfcc,tensorflow\python\ops\nn_ops.py
13764,Failure in TestNewTensor when running go test,  system information      have i written custom code    no  os platform and distribution    linux ubuntu      tensorflow installed from    source    tensorflow version          dev  python version       bazel version           cuda cudnn version           gpu model and memory  nvidia      exact command to reproduce  go test  v github com tensorflow tensorflow tensorflow go    describe the problem    i m trying to use the go bindings to the tensorflow c library  when i run the tests  i get a nil pointer dereference and a segfault  the details are below  note that i ve built the c library from source using the following options   bazel build  c opt   config cuda   config mkl  c opt   copt  mavx   copt      copt  mfma   copt  mfpmath both   copt       c opt   cxxopt          tensorflow libtensorflow so  source code   logs    when i run go test  v github com tensorflow tensorflow tensorflow go i get the following error                  e tensorflow core common runtime bfc allocator cc    t,db10718b38b2884cb5ed46d33c135c079f649d16,tensorflow\go\tensor.go
13827,"Tensorflow 1.3: tf.constant with dtype=[float32, float64, float16] may have inconsistent behavior.",  system information        have i written custom code    no      os platform and distribution     ubuntu     with docker running gcr io tensorflow tensorflow latest      tensorflow installed from    na      tensorflow version           python version           bazel version    na      cuda cudnn version  na      gpu model and memory  na      exact command to reproduce          works  test   numpy array   sess   tf session   print            works  sess   tf session   print            returns error  sess   tf session   print        typeerror  expected    got none of type   message  instead       describe the problem    a tensorflow constant with none in array with dtype      seem to throw an error  however  if they are first wrapped by a numpy array  none is accepted and turned into nan  this behavior seems inconsistent    ,c43d777b56a17832f7de288d0fe966bf537ffeb7,tensorflow\python\framework\ops.py
13885,tf.reduce_mean is not compatible with np.mean,  tf reduce mean   emphasized that this function is compatible with numpy     equivalent to np mean    but it doesn t in the output type  consider the following code for example   import tensorflow as tf  x   tf variable   init   tf global variables initializer   sess   tf session   sess run   print           the output is zero  it seems that tf reduce mean infer the output type from the input tensor because casting the input tensor to float values  solve the problem  this attribute is not compatible to np mean   import numpy as np  print        system information      os platform and distribution  linux ubuntu      tensorflow installed from    source  tensorflow version         python version          ,a43f911e103aa5910d4e2405d77bdee8f9314fac,tensorflow\python\ops\math_ops.py
14292,Can't import contrib.boosted_trees,  system information      have i written custom code    yes     cat  etc issue                                                  linux             microsoft    microsoft wed dec         pst         gnu linux  version        lts     version id        version codename xenial       are we in docker                                                no     compiler                                                        c              copyright     free software foundation  inc   this is free software  see the source for copying conditions   there is no  warranty  not even for merchantability or fitness for a particular purpose      uname  a                                                        linux             microsoft      microsoft wed dec         pst         gnu linux     check pips                                                      numpy    protobuf    tensorflow    tensorflow tensorboard       check for virtualenv                                            false     tensorflow import ,e52706d1696faa2ab926c2d91a0d85ec99dac314,tensorflow\contrib\cmake\python_modules.txt
14455,Tensorflow cannot be installed with default Windows Python 3.5 stack,  after installing python       using the windows   bit installer       install   upgrade tensorflow  collecting tensorflow  could not find a version that satisfies the requirement tensorflow    no matching distribution found for tensorflow  you are using pip version        however version       is available   you should consider upgrading via the  python  m pip install   upgrade pip  command   i tried on a different machine that worked  and found the only difference to be the pip version   updating to pip       solved the issue   it s not explicitly stated anywhere that you need a newer version of pip   when an old version of something is required to run something  people tend to ignore the messages indicating there is a newer version of it because that s exactly what they are expecting   yeah i know there s a newer version  i meant to do this    if this cannot be resolved for older version of pip    could you please state this in the documentation    ,2ae9c6c7a20dbd8f05e4b60e921e60986e2968bf,tensorflow\docs_src\install\install_windows.md
14542,'Model' object has no attribute 'container_nodes',  problem    model   tf keras models model   model add   tf keras utils plot model   output   traceback       file  model py   line    in       k utils plot model     file   usr local lib     dist packages tensorflow python keras  impl keras utils vis utils py   line    in plot model      dot   model to dot     file   usr local lib     dist packages tensorflow python keras  impl keras utils vis utils py   line    in model to dot      if node key in model container nodes   attributeerror   model  object has no attribute  container nodes       environment     system  ubuntu       tensorflow gpu bin                     ,3e53570d3bf518ec2b6cfeed4b5fd57d11370289,tensorflow\python\keras\_impl\keras\utils\vis_utils.py
14739,Eager: Warn with invalid policy,  if a user accidentally writes tfe enable eager execution  instead of the correct tfe enable eager execution   they won t get an error until later in their program   for example  tfe num gpus  after  the incorrect enable call produces                                                                               attributeerror                            traceback     in            tfe num gpus         lib     site packages tensorflow python eager context py in num gpus             the number of available gpu devices                        return context  num gpus         lib     site packages tensorflow python eager context py in num gpus           def num gpus                 the number of gpus available to execute operations                self  initialize handle and devices             return self  num gpus                lib     site packages tensorflow python eager context py in  initialize handle and devices                 with errors raise exception on not ok status  as status ,ba87a8030aa30f24c354cf705e79734658bb0a8b,tensorflow\python\framework\ops.py
14776,tf.keras.estimator.estimator_from_model does not respect options set in RunConfig,  system information      have i written custom code    yes  os platform and distribution    linux ubuntu      tensorflow installed from    binary  tensorflow version    tf version         tf git version                python version         bazel version    n a  gcc compiler version    n a  cuda cudnn version               gpu model and memory  nvidia tesla     gb  exact command to reproduce  see below    describe the problem    when trying to use an estimator that is derived from tf keras estimator estimator from model  and training with tf estimator train and evaluate   setting gpu options in the session config of tf estimator runconfig does not cause the settings to be respected when passed to the estimator from model function  for example setting per process gpu memory fraction     does not decrease the memory allocated to the process on the gpu  similarly setting allow growth true continues to allocate all of the memory and does not allow memory growth   i also tested this with t,355fb5e14b325a1d106c4046f478da4bda350205,tensorflow\python\keras\_impl\keras\estimator.py
14800,Potential memory leak from deleting array and closing file handler,  here are couple of minor memory leak for review             tensorflow tensorflow c c api cc              lines   to          in                        char  base   new char size            char  data start   base   sizeof    srcarray size            char  dst   data start      where next string is encoded           size t dst len   size   static cast            tensorflow     offsets   reinterpret cast            for      i                offsets                 offsets             const string  s   srcarray            size t consumed   tf stringencode   s size   dst  dst len  status            if                   status  status   invalidargument            invalid string tensor encoding  string     i    of                     srcarray size          status  status error message             return nullptr                          dst    consumed             dst len    consumed                      if                status  status   invalidargument            invalid string tensor en,e17ae378063b46c894a8c193823f029d7d87de81,tensorflow\c\c_api.cc
14819,Keras Dropout support_masking gets reset to False,  system information      have i written custom code    yes  os platform and distribution    mac os x        tensorflow installed from    binary  tensorflow version                       python version         bazel version    n a  gcc compiler version    n a  cuda cudnn version  n a  gpu model and memory  n a  exact command to reproduce  see below    you can collect some of this information using our environment capture script     env collect sh    you can obtain the tensorflow version with  python  c  import tensorflow as tf  print    describe the problem    describe the problem clearly here  be sure to convey here why it s a bug in tensorflow or a feature request   the keras dropout layer constructor   sets support masking true and then calls its super constructor  which sets it back to false  other layers defined in that module appear to set support masking true after the super constructor call   source code   logs    include any logs or source code that would be helpful to diagnos,fd1263fb9b9a81b4c8d7e7922308146b4f57428d,tensorflow\python\keras\_impl\keras\layers\core.py
14942,tensorflow 1.4 is 8 times slower than tensorflow 1.3 when read data,  system information      have i written custom code     os platform and distribution     tensorflow installed from    python wheel  tensorflow version        and      python version         bazel version     gcc compiler version     cuda cudnn version  none  gpu model and memory  none  exact command to reproduce     when i run     script using estimator  the script is   times slower than tensorflow      source code   logs    main script     usr bin env python    author      zj     import argparse  import os  import sys  import numpy as np  import time  try       import better exceptions  except importerror       pass  import tensorflow as tf  from src model ori import crnn fn  from src data handler import data loader  from src config import params  alphabet  from src input utils import input fn      def main        models path   flags input model dir      if not os path exists            assert filenotfounderror        models list    os path join  for x in os listdir  if x endswith   ,2d4c29cd6a0627fdd71a752e6bd919204c7cb8bf,tensorflow\python\training\server_lib.py
14985,tf.nn.fractional_max_pool output have same batch size when feed with different input batch size,  describe the problem    tf nn fractional max pool output have same batch size when feed with different input batch size   attached is test code i write    different input is feed in with different batch size   outputs get same batch size   pool test py txt       code result  shape of input a    shape of output a    shape of input b    shape of output b    system information       cat  etc issue                                                  linux c           generic            ubuntu smp thu nov         utc         gnu linux  version        lts     version id        version codename xenial     are we in docker                                                no     compiler                                                        c              copyright     free software foundation  inc   this is free software  see the source for copying conditions   there is no  warranty  not even for merchantability or fitness for a particular purpose      uname  a                                   ,5f0d3395d4c61000cf0cfb3dc681177147be938d,tensorflow\core\kernels\BUILD
15034,Optimize graph & graph transform tools do not support NCHW,  i tried optimizing graph using both graph transform tool   and optimize graph for inference    both cases produced the same error because the fused batchnorm used not nchw  but nhwc  i ve got the error like this   invalidargumenterror    must provide as many biases as the channel dimension of the input tensor      vs    in                node  prefix convblock batchnorm fusedbatchnorm   biasadd t dt float  data format  nhwc    device   job localhost replica   task   device gpu            although nchw is faster than nhwc in gpu environment  why the tools do not support nchw    ,6afe900f543e0005ce69b3152330f1b7b16cb286,tensorflow\python\tools\optimize_for_inference_lib.py
15239,No gradient defined for op: Pow,  system information      have i written custom code    yes  os platform and distribution    windows      tensorflow installed from    binary  tensorflow version         bazel version  n a  python version  none  cuda cudnn version  none  gpu model and memory  none  exact command to reproduce       describe the problem    it seems there is no gradient defined for the pow operation in the c   api   i am actually transferring this issue from migueldeicaza tensorflowsharp      similar to the case of select         it seems there is also no gradient for the pow operation in the c   api    ,e1ded7fa7cfacaeea43a903e738dd3fe2baabc57,tensorflow\cc\gradients\math_grad.cc
